FID,Join_Count,TARGET_FID,Id,Join_Cou_1,TARGET_F_1,Id_1,Field1,hour,freq,longitude,altitude,long,lat
774,3,774,0,1,774,0,275628,7,179,121.546120000000000,31.379968999999999,121.550089429000000,31.377676821400001
775,2,775,0,1,775,0,275696,7,131,121.555184000000000,31.377340000000000,121.561012856999990,31.377676821400001
776,2,776,0,1,776,0,268683,7,37,121.575534000000000,31.373380999999998,121.571936286000000,31.377676821400001
777,0,777,0,1,777,0,0,0,0,0.000000000000000,0.000000000000000,121.582859713999990,31.377676821400001
778,0,778,0,1,778,0,0,0,0,0.000000000000000,0.000000000000000,121.593783143000000,31.377676821400001
779,0,779,0,1,779,0,0,0,0,0.000000000000000,0.000000000000000,121.604706570999990,31.377676821400001
780,0,780,0,1,780,0,0,0,0,0.000000000000000,0.000000000000000,121.615630000000000,31.377676821400001
781,0,781,0,1,781,0,0,0,0,0.000000000000000,0.000000000000000,121.626553429000000,31.377676821400001
782,0,782,0,1,782,0,0,0,0,0.000000000000000,0.000000000000000,121.637476857000000,31.377676821400001
783,0,783,0,1,783,0,0,0,0,0.000000000000000,0.000000000000000,121.648400286000000,31.377676821400001
