FID,Join_Count,TARGET_FID,Id,Join_Cou_1,TARGET_F_1,Id_1,Field1,hour,freq,longitude,altitude,long,lat
257,76,257,0,1,257,0,255734,7,28379,121.401934000000000,31.212864000000000,121.408084857000010,31.215742392900001
258,110,258,0,1,258,0,256657,7,28644,121.412796000000000,31.220804000000001,121.419008285999990,31.215742392900001
259,104,259,0,1,259,0,257711,7,22009,121.423830000000000,31.213730000000002,121.429931714000010,31.215742392900001
260,97,260,0,1,260,0,258823,7,21087,121.434535000000000,31.216882999999999,121.440855142999990,31.215742392900001
261,118,261,0,1,261,0,260002,7,24782,121.445739000000000,31.215809000000000,121.451778571000010,31.215742392900001
262,111,262,0,1,262,0,261152,7,28046,121.456304000000000,31.213581000000001,121.462701999999990,31.215742392900001
263,115,263,0,1,263,0,262034,7,38707,121.467183000000010,31.217381000000000,121.473625428999990,31.215742392900001
264,110,264,0,1,264,0,263002,7,41318,121.478094000000000,31.213229999999999,121.484548856999990,31.215742392900001
265,77,265,0,1,265,0,264098,7,23127,121.489023000000000,31.216363000000001,121.495472285999990,31.215742392900001
266,48,266,0,1,266,0,264985,7,7663,121.500185000000000,31.210744999999999,121.506395714000010,31.215742392900001
267,70,267,0,1,267,0,265763,7,13243,121.510970000000000,31.211960000000001,121.517319142999990,31.215742392900001
268,70,268,0,1,268,0,266539,7,7535,121.522098000000000,31.214794999999999,121.528242571000010,31.215742392900001
269,30,269,0,1,269,0,267130,7,4662,121.532735000000000,31.210540000000002,121.539165999999990,31.215742392900001
270,30,270,0,1,270,0,267631,7,4295,121.544455000000000,31.214836999999999,121.550089429000000,31.215742392900001
271,58,271,0,1,271,0,268050,7,1383,121.556252000000000,31.221204000000000,121.561012856999990,31.215742392900001
272,20,272,0,1,272,0,268353,7,1848,121.565911000000000,31.212145000000000,121.571936286000000,31.215742392900001
273,17,273,0,1,273,0,268727,7,2172,121.577042000000010,31.210273000000001,121.582859713999990,31.215742392900001
274,26,274,0,1,274,0,269108,7,3053,121.588891000000000,31.210809000000001,121.593783143000000,31.215742392900001
275,25,275,0,1,275,0,269359,7,2458,121.599504999999990,31.214644000000000,121.604706570999990,31.215742392900001
276,26,276,0,1,276,0,269590,7,5913,121.609639000000000,31.217089999999999,121.615630000000000,31.215742392900001
277,30,277,0,1,277,0,269854,7,3722,121.620801000000000,31.215046999999998,121.626553429000000,31.215742392900001
278,13,278,0,1,278,0,270044,7,2636,121.631246000000000,31.220466999999999,121.637476857000000,31.215742392900001
279,11,279,0,1,279,0,270260,7,1846,121.642976000000000,31.215613000000001,121.648400286000000,31.215742392900001
280,44,280,0,1,280,0,252232,7,12658,121.348311000000000,31.226371000000000,121.353467714000000,31.224738750000000
281,28,281,0,1,281,0,252743,7,13354,121.358267000000000,31.220067000000000,121.364391143000010,31.224738750000000
282,31,282,0,1,282,0,253349,7,11269,121.369851000000000,31.224100000000000,121.375314571000000,31.224738750000000
283,36,283,0,1,283,0,254074,7,5787,121.381927000000000,31.223773000000001,121.386238000000010,31.224738750000000
284,38,284,0,1,284,0,254767,7,9175,121.391281000000010,31.224319999999999,121.397161428999990,31.224738750000000
285,55,285,0,1,285,0,255735,7,24539,121.401950000000000,31.227727000000002,121.408084857000010,31.224738750000000
286,87,286,0,1,286,0,256657,7,27705,121.412796000000000,31.220804000000001,121.419008285999990,31.224738750000000
287,78,287,0,1,287,0,257689,7,26858,121.423593999999990,31.227868999999998,121.429931714000010,31.224738750000000
288,147,288,0,1,288,0,258829,7,31555,121.434566000000000,31.220635999999999,121.440855142999990,31.224738750000000
289,119,289,0,1,289,0,259956,7,26745,121.445322000000000,31.228859000000000,121.451778571000010,31.224738750000000
290,117,290,0,1,290,0,261166,7,27931,121.456436000000000,31.219441000000000,121.462701999999990,31.224738750000000
291,172,291,0,1,291,0,262047,7,42272,121.467308000000000,31.223043000000001,121.473625428999990,31.224738750000000
292,99,292,0,1,292,0,263016,7,33247,121.478174000000000,31.228324000000001,121.484548856999990,31.224738750000000
293,91,293,0,1,293,0,264113,7,24956,121.489220000000000,31.221000000000000,121.495472285999990,31.224738750000000
294,64,294,0,1,294,0,264978,7,8312,121.500029000000000,31.225518999999998,121.506395714000010,31.224738750000000
295,93,295,0,1,295,0,265758,7,13808,121.510893000000000,31.229082999999999,121.517319142999990,31.224738750000000
296,102,296,0,1,296,0,266533,7,14518,121.522009000000000,31.221805000000000,121.528242571000010,31.224738750000000
297,54,297,0,1,297,0,267153,7,7196,121.533198000000000,31.224381000000001,121.539165999999990,31.224738750000000
298,55,298,0,1,298,0,267616,7,4727,121.544214000000000,31.227103000000000,121.550089429000000,31.224738750000000
299,24,299,0,1,299,0,268002,7,4248,121.554789000000000,31.227340000000002,121.561012856999990,31.224738750000000
300,9,300,0,1,300,0,268369,7,1606,121.566402999999990,31.224817000000002,121.571936286000000,31.224738750000000
301,7,301,0,1,301,0,275881,7,256,121.580057000000000,31.222754999999999,121.582859713999990,31.224738750000000
302,9,302,0,1,302,0,269298,7,571,121.596127999999990,31.224978000000000,121.593783143000000,31.224738750000000
303,12,303,0,1,303,0,269412,7,2237,121.601731000000000,31.221131000000000,121.604706570999990,31.224738750000000
304,14,304,0,1,304,0,269592,7,1565,121.609705000000010,31.222415000000002,121.615630000000000,31.224738750000000
305,19,305,0,1,305,0,269871,7,1474,121.621388999999990,31.224760000000000,121.626553429000000,31.224738750000000
306,11,306,0,1,306,0,270044,7,1384,121.631246000000000,31.220466999999999,121.637476857000000,31.224738750000000
307,9,307,0,1,307,0,270294,7,1764,121.644848000000000,31.228842000000000,121.648400286000000,31.224738750000000
308,28,308,0,1,308,0,252238,7,6013,121.348440999999990,31.232915999999999,121.353467714000000,31.233735107099999
309,17,309,0,1,309,0,252766,7,6291,121.358705000000000,31.229151999999999,121.364391143000010,31.233735107099999
310,42,310,0,1,310,0,253313,7,16524,121.369221999999990,31.233180000000001,121.375314571000000,31.233735107099999
311,50,311,0,1,311,0,253973,7,17377,121.380444999999990,31.235643000000000,121.386238000000010,31.233735107099999
312,47,312,0,1,312,0,254762,7,30938,121.391227000000000,31.234247000000000,121.397161428999990,31.233735107099999
313,74,313,0,1,313,0,255720,7,22761,121.401720000000000,31.237939000000001,121.408084857000010,31.233735107099999
314,90,314,0,1,314,0,256653,7,23905,121.412722000000000,31.237711999999998,121.419008285999990,31.233735107099999
315,100,315,0,1,315,0,257684,7,28074,121.423544000000010,31.230616999999999,121.429931714000010,31.233735107099999
316,107,316,0,1,316,0,258826,7,29467,121.434551000000000,31.236017000000000,121.440855142999990,31.233735107099999
317,136,317,0,1,317,0,259956,7,26810,121.445322000000000,31.228859000000000,121.451778571000010,31.233735107099999
318,145,318,0,1,318,0,261145,7,31797,121.456249000000000,31.237964999999999,121.462701999999990,31.233735107099999
319,249,319,0,1,319,0,262035,7,40437,121.467206000000000,31.236516000000002,121.473625428999990,31.233735107099999
320,171,320,0,1,320,0,263012,7,33977,121.478147000000010,31.237839999999998,121.484548856999990,31.233735107099999
321,96,321,0,1,321,0,264108,7,12311,121.489192000000000,31.231510000000000,121.495472285999990,31.233735107099999
322,104,322,0,1,322,0,264983,7,12653,121.500182000000000,31.236872999999999,121.506395714000010,31.233735107099999
323,130,323,0,1,323,0,265756,7,16811,121.510875000000000,31.235085999999999,121.517319142999990,31.233735107099999
324,57,324,0,1,324,0,266525,7,15530,121.521855000000000,31.231349999999999,121.528242571000010,31.233735107099999
325,41,325,0,1,325,0,267132,7,12452,121.532743999999990,31.239196000000000,121.539165999999990,31.233735107099999
326,29,326,0,1,326,0,267624,7,5429,121.544360000000000,31.228835000000000,121.550089429000000,31.233735107099999
327,26,327,0,1,327,0,268015,7,6419,121.555268000000000,31.232043000000001,121.561012856999990,31.233735107099999
328,12,328,0,1,328,0,268378,7,2598,121.566632000000000,31.231334000000000,121.571936286000000,31.233735107099999
329,8,329,0,1,329,0,268764,7,1858,121.578115999999990,31.236052999999998,121.582859713999990,31.233735107099999
330,8,330,0,1,330,0,269200,7,1353,121.592342000000000,31.237304999999999,121.593783143000000,31.233735107099999
331,10,331,0,1,331,0,269343,7,1844,121.598771000000000,31.237908999999998,121.604706570999990,31.233735107099999
332,2,332,0,1,332,0,269867,7,622,121.621204000000010,31.233537999999999,121.615630000000000,31.233735107099999
333,5,333,0,1,333,0,269867,7,663,121.621204000000010,31.233537999999999,121.626553429000000,31.233735107099999
334,7,334,0,1,334,0,270088,7,2039,121.633433000000000,31.228888999999999,121.637476857000000,31.233735107099999
335,10,335,0,1,335,0,270249,7,1304,121.642469000000010,31.230409999999999,121.648400286000000,31.233735107099999
336,22,336,0,1,336,0,252280,7,11055,121.349335999999990,31.245374999999999,121.353467714000000,31.242731464300000
337,18,337,0,1,337,0,252726,7,7882,121.357958999999990,31.242953000000000,121.364391143000010,31.242731464300000
338,21,338,0,1,338,0,253320,7,5482,121.369328000000000,31.239272000000000,121.375314571000000,31.242731464300000
339,27,339,0,1,339,0,254067,7,12159,121.381792000000000,31.245193000000000,121.386238000000010,31.242731464300000
340,65,340,0,1,340,0,254804,7,36280,121.391668000000000,31.244596999999999,121.397161428999990,31.242731464300000
341,84,341,0,1,341,0,255720,7,37141,121.401720000000000,31.237939000000001,121.408084857000010,31.242731464300000
342,74,342,0,1,342,0,256653,7,41222,121.412722000000000,31.237711999999998,121.419008285999990,31.242731464300000
343,94,343,0,1,343,0,257742,7,29934,121.424090000000010,31.243324000000001,121.429931714000010,31.242731464300000
344,111,344,0,1,344,0,258818,7,32714,121.434441000000010,31.242452000000000,121.440855142999990,31.242731464300000
345,112,345,0,1,345,0,259985,7,24311,121.445595999999990,31.241472000000002,121.451778571000010,31.242731464300000
346,108,346,0,1,346,0,261145,7,36641,121.456249000000000,31.237964999999999,121.462701999999990,31.242731464300000
347,131,347,0,1,347,0,262036,7,38213,121.467207000000000,31.244263000000000,121.473625428999990,31.242731464300000
348,142,348,0,1,348,0,263003,7,23051,121.478102000000010,31.245225999999999,121.484548856999990,31.242731464300000
349,85,349,0,1,349,0,264158,7,5717,121.489790000000000,31.246691999999999,121.495472285999990,31.242731464300000
350,81,350,0,1,350,0,264991,7,6107,121.500251000000010,31.241917999999998,121.506395714000010,31.242731464300000
351,68,351,0,1,351,0,265781,7,13600,121.511210000000010,31.241125000000000,121.517319142999990,31.242731464300000
352,44,352,0,1,352,0,266583,7,5318,121.522831000000000,31.238659999999999,121.528242571000010,31.242731464300000
353,40,353,0,1,353,0,267132,7,8807,121.532743999999990,31.239196000000000,121.539165999999990,31.242731464300000
354,37,354,0,1,354,0,267614,7,9133,121.544132000000000,31.241316000000001,121.550089429000000,31.242731464300000
355,33,355,0,1,355,0,268012,7,9750,121.555201999999990,31.243189999999998,121.561012856999990,31.242731464300000
356,24,356,0,1,356,0,268358,7,7058,121.566140000000000,31.241675999999998,121.571936286000000,31.242731464300000
357,29,357,0,1,357,0,268741,7,5110,121.577400000000000,31.247053000000001,121.582859713999990,31.242731464300000
358,29,358,0,1,358,0,269096,7,2608,121.588308000000000,31.240521000000001,121.593783143000000,31.242731464300000
359,20,359,0,1,359,0,269343,7,870,121.598771000000000,31.237908999999998,121.604706570999990,31.242731464300000
360,11,360,0,1,360,0,269599,7,1242,121.609844000000000,31.240507999999998,121.615630000000000,31.242731464300000
361,11,361,0,1,361,0,269848,7,1512,121.620693000000000,31.242625000000000,121.626553429000000,31.242731464300000
362,8,362,0,1,362,0,270042,7,2121,121.631165000000000,31.242232000000001,121.637476857000000,31.242731464300000
363,2,363,0,1,363,0,270422,7,398,121.653025000000000,31.241182999999999,121.648400286000000,31.242731464300000
364,39,364,0,1,364,0,252274,7,13551,121.349186000000000,31.253259000000000,121.353467714000000,31.251727821399999
365,37,365,0,1,365,0,252763,7,15800,121.358658000000010,31.255911000000001,121.364391143000010,31.251727821399999
366,54,366,0,1,366,0,253317,7,22093,121.369313000000010,31.251863000000000,121.375314571000000,31.251727821399999
367,44,367,0,1,367,0,253938,7,20405,121.379859999999990,31.248258000000000,121.386238000000010,31.251727821399999
368,66,368,0,1,368,0,254742,7,32976,121.390992999999990,31.253900000000002,121.397161428999990,31.251727821399999
369,50,369,0,1,369,0,255716,7,30309,121.401661000000000,31.252105000000000,121.408084857000010,31.251727821399999
370,48,370,0,1,370,0,256736,7,24277,121.413566000000000,31.255962000000000,121.419008285999990,31.251727821399999
371,80,371,0,1,371,0,257731,7,29100,121.423992000000000,31.253615000000000,121.429931714000010,31.251727821399999
372,70,372,0,1,372,0,258840,7,34059,121.434653999999990,31.251030000000000,121.440855142999990,31.251727821399999
373,161,373,0,1,373,0,259967,7,33408,121.445424000000000,31.255163000000000,121.451778571000010,31.251727821399999
374,86,374,0,1,374,0,261157,7,36596,121.456356000000000,31.254391999999999,121.462701999999990,31.251727821399999
375,104,375,0,1,375,0,262037,7,44113,121.467221000000000,31.248394000000001,121.473625428999990,31.251727821399999
376,123,376,0,1,376,0,263015,7,31136,121.478163000000000,31.248256999999999,121.484548856999990,31.251727821399999
377,68,377,0,1,377,0,264099,7,15475,121.489029000000000,31.252956999999999,121.495472285999990,31.251727821399999
378,46,378,0,1,378,0,264977,7,11786,121.500024999999990,31.253630000000001,121.506395714000010,31.251727821399999
379,25,379,0,1,379,0,265768,7,10903,121.511099000000000,31.253563000000000,121.517319142999990,31.251727821399999
380,14,380,0,1,380,0,266588,7,5055,121.522929000000000,31.256861000000001,121.528242571000010,31.251727821399999
381,15,381,0,1,381,0,267414,7,3338,121.538580000000000,31.249099999999999,121.539165999999990,31.251727821399999
382,44,382,0,1,382,0,267606,7,8478,121.543970000000000,31.249957999999999,121.550089429000000,31.251727821399999
383,50,383,0,1,383,0,268001,7,8324,121.554779999999990,31.251888000000001,121.561012856999990,31.251727821399999
384,35,384,0,1,384,0,268334,7,10500,121.565484000000000,31.250111000000000,121.571936286000000,31.251727821399999
385,36,385,0,1,385,0,268725,7,11655,121.577009000000000,31.256733000000001,121.582859713999990,31.251727821399999
386,37,386,0,1,386,0,269078,7,2908,121.587532999999990,31.256239000000001,121.593783143000000,31.251727821399999
387,36,387,0,1,387,0,269351,7,2075,121.599269000000010,31.246531999999998,121.604706570999990,31.251727821399999
388,22,388,0,1,388,0,269583,7,1032,121.609343000000000,31.251926000000001,121.615630000000000,31.251727821399999
389,12,389,0,1,389,0,269860,7,437,121.621041000000010,31.254405999999999,121.626553429000000,31.251727821399999
390,10,390,0,1,390,0,270092,7,470,121.633885000000010,31.253532000000000,121.637476857000000,31.251727821399999
391,4,391,0,1,391,0,270391,7,779,121.651580999999990,31.253433999999999,121.648400286000000,31.251727821399999
392,17,392,0,1,392,0,252236,7,8976,121.348399000000000,31.258685000000000,121.353467714000000,31.260724178600000
393,27,393,0,1,393,0,252727,7,15002,121.357991000000000,31.258486000000001,121.364391143000010,31.260724178600000
394,38,394,0,1,394,0,253331,7,21363,121.369547000000000,31.257068000000000,121.375314571000000,31.260724178600000
395,35,395,0,1,395,0,253935,7,22284,121.379807000000000,31.261364000000000,121.386238000000010,31.260724178600000
396,48,396,0,1,396,0,254720,7,26020,121.390733999999990,31.261599000000000,121.397161428999990,31.260724178600000
397,36,397,0,1,397,0,255730,7,16554,121.401801000000010,31.257752000000000,121.408084857000010,31.260724178600000
398,49,398,0,1,398,0,256688,7,25646,121.413098000000010,31.262467000000001,121.419008285999990,31.260724178600000
399,54,399,0,1,399,0,257696,7,24485,121.423669000000000,31.257456000000001,121.429931714000010,31.260724178600000
400,72,400,0,1,400,0,258830,7,40307,121.434573000000000,31.258099999999999,121.440855142999990,31.260724178600000
401,90,401,0,1,401,0,259972,7,27505,121.445477999999990,31.261334999999999,121.451778571000010,31.260724178600000
402,89,402,0,1,402,0,261148,7,38906,121.456273000000000,31.263096000000001,121.462701999999990,31.260724178600000
403,100,403,0,1,403,0,262042,7,31928,121.467262000000010,31.258579999999998,121.473625428999990,31.260724178600000
404,81,404,0,1,404,0,263043,7,33974,121.478379000000000,31.259979000000001,121.484548856999990,31.260724178600000
405,71,405,0,1,405,0,264110,7,31152,121.489206999999990,31.265073000000001,121.495472285999990,31.260724178600000
406,68,406,0,1,406,0,264976,7,26006,121.500005000000000,31.261969000000001,121.506395714000010,31.260724178600000
407,47,407,0,1,407,0,265777,7,23543,121.511187000000010,31.256741000000002,121.517319142999990,31.260724178600000
408,56,408,0,1,408,0,266537,7,22023,121.522071000000000,31.262574000000001,121.528242571000010,31.260724178600000
409,32,409,0,1,409,0,267137,7,7435,121.532871000000000,31.263897000000000,121.539165999999990,31.260724178600000
410,13,410,0,1,410,0,267748,7,2005,121.547572000000000,31.265730000000001,121.550089429000000,31.260724178600000
411,34,411,0,1,411,0,268018,7,6282,121.555319999999990,31.260266000000001,121.561012856999990,31.260724178600000
412,27,412,0,1,412,0,268337,7,7416,121.565558000000000,31.266134999999998,121.571936286000000,31.260724178600000
413,29,413,0,1,413,0,268707,7,9730,121.576454000000000,31.260193999999998,121.582859713999990,31.260724178600000
414,25,414,0,1,414,0,269078,7,6235,121.587532999999990,31.256239000000001,121.593783143000000,31.260724178600000
415,38,415,0,1,415,0,269349,7,4036,121.599165000000000,31.260145000000001,121.604706570999990,31.260724178600000
416,31,416,0,1,416,0,269585,7,2856,121.609472999999990,31.265744999999999,121.615630000000000,31.260724178600000
417,21,417,0,1,417,0,269849,7,1746,121.620698000000000,31.258355000000002,121.626553429000000,31.260724178600000
418,9,418,0,1,418,0,270080,7,2914,121.633202000000000,31.265416999999999,121.637476857000000,31.260724178600000
419,18,419,0,1,419,0,270324,7,1939,121.646995000000000,31.264082999999999,121.648400286000000,31.260724178600000
420,9,420,0,1,420,0,252289,7,3356,121.349549999999990,31.274208000000002,121.353467714000000,31.269720535699999
421,16,421,0,1,421,0,252949,7,6243,121.362555000000000,31.269317999999998,121.364391143000010,31.269720535699999
422,27,422,0,1,422,0,253341,7,5574,121.369674000000000,31.271193000000000,121.375314571000000,31.269720535699999
423,51,423,0,1,423,0,253936,7,22057,121.379833000000000,31.274394999999998,121.386238000000010,31.269720535699999
424,37,424,0,1,424,0,254726,7,20691,121.390795000000000,31.264645999999999,121.397161428999990,31.269720535699999
425,52,425,0,1,425,0,255739,7,20693,121.401968000000000,31.269023000000001,121.408084857000010,31.269720535699999
426,48,426,0,1,426,0,256787,7,27728,121.414124000000000,31.267188999999998,121.419008285999990,31.269720535699999
427,48,427,0,1,427,0,257694,7,29474,121.423654000000000,31.274802999999999,121.429931714000010,31.269720535699999
428,52,428,0,1,428,0,258834,7,29521,121.434622000000000,31.270582000000001,121.440855142999990,31.269720535699999
429,66,429,0,1,429,0,259989,7,29486,121.445648000000010,31.265364999999999,121.451778571000010,31.269720535699999
430,73,430,0,1,430,0,261197,7,29820,121.456726000000000,31.271571000000002,121.462701999999990,31.269720535699999
431,90,431,0,1,431,0,262067,7,33157,121.467563000000000,31.268552000000000,121.473625428999990,31.269720535699999
432,82,432,0,1,432,0,263045,7,29268,121.478408000000000,31.271075000000000,121.484548856999990,31.269720535699999
433,51,433,0,1,433,0,264110,7,20566,121.489206999999990,31.265073000000001,121.495472285999990,31.269720535699999
434,53,434,0,1,434,0,264984,7,31434,121.500182000000000,31.274771999999999,121.506395714000010,31.269720535699999
435,47,435,0,1,435,0,265762,7,22943,121.510949999999990,31.267499000000001,121.517319142999990,31.269720535699999
436,59,436,0,1,436,0,266555,7,21262,121.522343000000010,31.266361000000000,121.528242571000010,31.269720535699999
437,56,437,0,1,437,0,267135,7,23428,121.532836000000000,31.272940999999999,121.539165999999990,31.269720535699999
438,22,438,0,1,438,0,267610,7,10437,121.544062000000000,31.268401999999998,121.550089429000000,31.269720535699999
439,12,439,0,1,439,0,268230,7,4095,121.562180000000000,31.264506999999998,121.561012856999990,31.269720535699999
440,23,440,0,1,440,0,268337,7,8494,121.565558000000000,31.266134999999998,121.571936286000000,31.269720535699999
441,36,441,0,1,441,0,268777,7,11707,121.578656000000000,31.265847000000001,121.582859713999990,31.269720535699999
442,31,442,0,1,442,0,269073,7,9382,121.587357999999990,31.272718000000001,121.593783143000000,31.269720535699999
443,28,443,0,1,443,0,269348,7,4876,121.598984000000000,31.268778999999999,121.604706570999990,31.269720535699999
444,18,444,0,1,444,0,269585,7,3856,121.609472999999990,31.265744999999999,121.615630000000000,31.269720535699999
445,22,445,0,1,445,0,269847,7,2604,121.620662000000000,31.272300999999999,121.626553429000000,31.269720535699999
446,13,446,0,1,446,0,270056,7,3910,121.632098000000000,31.270292000000001,121.637476857000000,31.269720535699999
447,21,447,0,1,447,0,270237,7,4070,121.641949000000000,31.267606000000001,121.648400286000000,31.269720535699999
448,17,448,0,1,448,0,252237,7,5225,121.348411000000000,31.280031000000001,121.353467714000000,31.278716892900000
449,33,449,0,1,449,0,252851,7,5476,121.360608000000000,31.282378000000001,121.364391143000010,31.278716892900000
450,25,450,0,1,450,0,253358,7,6228,121.370130000000000,31.273610000000001,121.375314571000000,31.278716892900000
451,31,451,0,1,451,0,253936,7,12225,121.379833000000000,31.274394999999998,121.386238000000010,31.278716892900000
452,45,452,0,1,452,0,254773,7,25609,121.391323000000000,31.273766999999999,121.397161428999990,31.278716892900000
453,49,453,0,1,453,0,255725,7,24407,121.401747000000000,31.281953999999999,121.408084857000010,31.278716892900000
454,50,454,0,1,454,0,256642,7,31371,121.412561999999990,31.281192999999998,121.419008285999990,31.278716892900000
455,40,455,0,1,455,0,257694,7,17650,121.423654000000000,31.274802999999999,121.429931714000010,31.278716892900000
456,41,456,0,1,456,0,258861,7,12236,121.434850999999990,31.273519000000000,121.440855142999990,31.278716892900000
457,72,457,0,1,457,0,259962,7,30433,121.445397000000000,31.275534000000000,121.451778571000010,31.278716892900000
458,46,458,0,1,458,0,261217,7,24928,121.456922000000010,31.277460000000001,121.462701999999990,31.278716892900000
459,72,459,0,1,459,0,262138,7,26108,121.468605999999990,31.280407000000000,121.473625428999990,31.278716892900000
460,76,460,0,1,460,0,263024,7,30909,121.478230999999990,31.277697000000000,121.484548856999990,31.278716892900000
461,73,461,0,1,461,0,264118,7,29626,121.489265000000000,31.278779000000000,121.495472285999990,31.278716892900000
462,64,462,0,1,462,0,264975,7,34972,121.499979999999990,31.280411999999998,121.506395714000010,31.278716892900000
463,57,463,0,1,463,0,265784,7,32172,121.511253000000000,31.275728000000001,121.517319142999990,31.278716892900000
464,41,464,0,1,464,0,266538,7,21564,121.522082999999990,31.279914999999999,121.528242571000010,31.278716892900000
465,44,465,0,1,465,0,267226,7,15417,121.534509000000000,31.279691000000000,121.539165999999990,31.278716892900000
466,32,466,0,1,466,0,267632,7,14029,121.544533000000000,31.280857999999998,121.550089429000000,31.278716892900000
467,8,467,0,1,467,0,268010,7,7430,121.555128000000000,31.277985999999999,121.561012856999990,31.278716892900000
468,19,468,0,1,468,0,268532,7,5948,121.571268000000000,31.280760000000001,121.571936286000000,31.278716892900000
469,39,469,0,1,469,0,268713,7,9033,121.576660000000000,31.278445999999999,121.582859713999990,31.278716892900000
470,33,470,0,1,470,0,269090,7,5668,121.588029000000010,31.278379000000001,121.593783143000000,31.278716892900000
471,25,471,0,1,471,0,269355,7,5240,121.599438000000010,31.281196999999999,121.604706570999990,31.278716892900000
472,16,472,0,1,472,0,269595,7,3012,121.609742999999990,31.277246000000002,121.615630000000000,31.278716892900000
473,13,473,0,1,473,0,269863,7,988,121.621103000000010,31.278184000000000,121.626553429000000,31.278716892900000
474,12,474,0,1,474,0,270089,7,2756,121.633554000000000,31.278399000000000,121.637476857000000,31.278716892900000
475,29,475,0,1,475,0,270251,7,4739,121.642498000000000,31.283687000000000,121.648400286000000,31.278716892900000
476,30,476,0,1,476,0,252223,7,13152,121.348035000000000,31.285159000000000,121.353467714000000,31.287713249999999
477,28,477,0,1,477,0,252795,7,4235,121.359402000000000,31.287277000000000,121.364391143000010,31.287713249999999
478,24,478,0,1,478,0,253298,7,12083,121.368923000000000,31.285011000000001,121.375314571000000,31.287713249999999
479,25,479,0,1,479,0,253961,7,14544,121.380256000000000,31.287054999999999,121.386238000000010,31.287713249999999
480,40,480,0,1,480,0,254733,7,28611,121.390879000000000,31.288740000000001,121.397161428999990,31.287713249999999
481,44,481,0,1,481,0,255780,7,24082,121.402407000000000,31.284981999999999,121.408084857000010,31.287713249999999
482,59,482,0,1,482,0,256645,7,24668,121.412631000000000,31.285664000000001,121.419008285999990,31.287713249999999
483,39,483,0,1,483,0,257715,7,20293,121.423862000000000,31.290759000000001,121.429931714000010,31.287713249999999
484,51,484,0,1,484,0,258889,7,11724,121.435115999999990,31.285139999999998,121.440855142999990,31.287713249999999
485,48,485,0,1,485,0,259984,7,16986,121.445582000000000,31.285073000000001,121.451778571000010,31.287713249999999
486,43,486,0,1,486,0,261160,7,13755,121.456396000000000,31.284987999999998,121.462701999999990,31.287713249999999
487,58,487,0,1,487,0,262089,7,32325,121.467935000000000,31.286438000000000,121.473625428999990,31.287713249999999
488,101,488,0,1,488,0,263030,7,28370,121.478247000000000,31.287572999999998,121.484548856999990,31.287713249999999
489,67,489,0,1,489,0,264101,7,21334,121.489079000000000,31.292280000000002,121.495472285999990,31.287713249999999
490,57,490,0,1,490,0,264974,7,19783,121.499973999999990,31.288557000000001,121.506395714000010,31.287713249999999
491,44,491,0,1,491,0,265767,7,28148,121.511089000000000,31.290095999999998,121.517319142999990,31.287713249999999
492,39,492,0,1,492,0,266519,7,37264,121.521801999999990,31.289287000000002,121.528242571000010,31.287713249999999
493,33,493,0,1,493,0,267151,7,24335,121.533133000000010,31.286007000000001,121.539165999999990,31.287713249999999
494,34,494,0,1,494,0,267604,7,14437,121.543820999999990,31.284931000000000,121.550089429000000,31.287713249999999
495,8,495,0,1,495,0,268003,7,2362,121.554789000000000,31.289923000000002,121.561012856999990,31.287713249999999
496,16,496,0,1,496,0,268423,7,5869,121.567880000000000,31.286892999999999,121.571936286000000,31.287713249999999
497,25,497,0,1,497,0,268775,7,7446,121.578638000000000,31.292901000000001,121.582859713999990,31.287713249999999
498,14,498,0,1,498,0,269098,7,4318,121.588487000000000,31.291734999999999,121.593783143000000,31.287713249999999
499,27,499,0,1,499,0,269345,7,5949,121.598815000000000,31.290854000000000,121.604706570999990,31.287713249999999
500,9,500,0,1,500,0,269612,7,2382,121.610239000000010,31.292529999999999,121.615630000000000,31.287713249999999
501,6,501,0,1,501,0,269868,7,870,121.621211000000000,31.282292000000002,121.626553429000000,31.287713249999999
502,7,502,0,1,502,0,270197,7,1046,121.640186000000000,31.284102000000001,121.637476857000000,31.287713249999999
503,6,503,0,1,503,0,270251,7,833,121.642498000000000,31.283687000000000,121.648400286000000,31.287713249999999
504,15,504,0,1,504,0,252227,7,5457,121.348174000000000,31.292576000000000,121.353467714000000,31.296709607099999
505,11,505,0,1,505,0,252772,7,3657,121.358825000000000,31.299274000000000,121.364391143000010,31.296709607099999
506,10,506,0,1,506,0,253318,7,5534,121.369320000000000,31.297604000000000,121.375314571000000,31.296709607099999
507,8,507,0,1,507,0,254089,7,7366,121.382136000000000,31.292217000000001,121.386238000000010,31.296709607099999
508,23,508,0,1,508,0,254843,7,7702,121.392083000000000,31.297554000000002,121.397161428999990,31.296709607099999
509,32,509,0,1,509,0,255805,7,9183,121.402610999999990,31.295072999999999,121.408084857000010,31.296709607099999
510,18,510,0,1,510,0,256728,7,6003,121.413486000000010,31.296491000000000,121.419008285999990,31.296709607099999
511,38,511,0,1,511,0,257752,7,13871,121.424156999999990,31.299551000000001,121.429931714000010,31.296709607099999
512,56,512,0,1,512,0,258825,7,14537,121.434549000000000,31.296491000000000,121.440855142999990,31.296709607099999
513,31,513,0,1,513,0,259957,7,9059,121.445351000000000,31.298452999999999,121.451778571000010,31.296709607099999
514,40,514,0,1,514,0,261154,7,20930,121.456315000000000,31.295998000000001,121.462701999999990,31.296709607099999
